Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
16        	44        	1         	i    	-72.2850181124	4.0459e-32    	3   	3   	3   	3   	12  	12  	12  	12  
16        	45        	1         	i    	-38.3254031120	2.2672e-17    	3   	3   	3   	3   	1   	1   	1   	1   
16        	47        	1         	i    	-38.3254031120	2.2672e-17    	3   	3   	3   	3   	1   	1   	1   	1   
21        	95        	1         	i    	-24.4476686333	2.4128e-11    	1   	1   	1   	1   	4   	4   	4   	4   
21        	100       	1         	i    	-24.4476686333	2.4128e-11    	1   	1   	1   	1   	4   	4   	4   	4   
21        	101       	1         	i    	-24.4476686333	2.4128e-11    	1   	1   	1   	1   	4   	4   	4   	4   
22        	44        	1         	i    	-90.8360382396	3.5515e-40    	10  	10  	10  	10  	12  	12  	12  	12  
22        	46        	1         	i    	-75.6799024906	1.3572e-33    	10  	10  	10  	10  	8   	8   	8   	8   
22        	60        	1         	i    	-78.2172328231	1.0732e-34    	10  	10  	10  	10  	8   	8   	8   	8   
8         	23        	1         	i    	-101.9785524618	5.1437e-45    	20  	20  	20  	20  	1   	1   	1   	1   
13        	23        	1         	i    	-53.7428184347	4.5687e-24    	9   	9   	9   	9   	1   	1   	1   	1   
15        	23        	1         	i    	-56.5380396620	2.7915e-25    	10  	10  	10  	10  	1   	1   	1   	1   
22        	23        	1         	i    	-50.6380986142	1.019e-22     	10  	10  	10  	10  	1   	1   	1   	1   
23        	24        	1         	i    	-21.0804809390	6.9962e-10    	1   	1   	1   	1   	1   	1   	1   	1   
23        	43        	1         	i    	-38.5931057716	1.7347e-17    	1   	1   	1   	1   	5   	5   	5   	5   
23        	44        	1         	i    	-55.0400959394	1.2485e-24    	1   	1   	1   	1   	12  	12  	12  	12  
23        	45        	1         	i    	-21.0804809390	6.9962e-10    	1   	1   	1   	1   	1   	1   	1   	1   
23        	47        	1         	i    	-21.0804809390	6.9962e-10    	1   	1   	1   	1   	1   	1   	1   	1   
8         	24        	1         	i    	-101.9785524618	5.1437e-45    	20  	20  	20  	20  	1   	1   	1   	1   
13        	24        	1         	i    	-53.7428184347	4.5687e-24    	9   	9   	9   	9   	1   	1   	1   	1   
15        	24        	1         	i    	-56.5380396620	2.7915e-25    	10  	10  	10  	10  	1   	1   	1   	1   
22        	24        	1         	i    	-50.6380986142	1.019e-22     	10  	10  	10  	10  	1   	1   	1   	1   
24        	43        	1         	i    	-38.5931057716	1.7347e-17    	1   	1   	1   	1   	5   	5   	5   	5   
24        	44        	1         	i    	-55.0400959394	1.2485e-24    	1   	1   	1   	1   	12  	12  	12  	12  
24        	45        	1         	i    	-21.0804809390	6.9962e-10    	1   	1   	1   	1   	1   	1   	1   	1   
24        	47        	1         	i    	-21.0804809390	6.9962e-10    	1   	1   	1   	1   	1   	1   	1   	1   
26        	27        	1         	i    	-11.5714547500	9.4315e-06    	1   	1   	1   	1   	1   	1   	1   	1   
26        	28        	1         	i    	-11.5714547500	9.4315e-06    	1   	1   	1   	1   	1   	1   	1   	1   
27        	28        	1         	i    	-11.5714547500	9.4315e-06    	1   	1   	1   	1   	1   	1   	1   	1   
4         	43        	1         	i    	-33.8333849404	2.0246e-15    	1   	1   	1   	1   	5   	5   	5   	5   
21        	43        	1         	i    	-33.8333849404	2.0246e-15    	1   	1   	1   	1   	5   	5   	5   	5   
22        	43        	1         	i    	-68.8438706273	1.2632e-30    	10  	10  	10  	10  	5   	5   	5   	5   
43        	44        	1         	i    	-73.2458679525	1.5478e-32    	5   	5   	5   	5   	12  	12  	12  	12  
43        	45        	1         	i    	-38.5931057716	1.7347e-17    	5   	5   	5   	5   	1   	1   	1   	1   
43        	47        	1         	i    	-38.5931057716	1.7347e-17    	5   	5   	5   	5   	1   	1   	1   	1   
44        	46        	1         	i    	-80.0818998158	1.6629e-35    	12  	12  	12  	12  	8   	8   	8   	8   
44        	60        	1         	i    	-82.6192301484	1.315e-36     	12  	12  	12  	12  	8   	8   	8   	8   
8         	45        	1         	i    	-101.9785524618	5.1437e-45    	20  	20  	20  	20  	1   	1   	1   	1   
13        	45        	1         	i    	-53.7428184347	4.5687e-24    	9   	9   	9   	9   	1   	1   	1   	1   
15        	45        	1         	i    	-56.5380396620	2.7915e-25    	10  	10  	10  	10  	1   	1   	1   	1   
22        	45        	1         	i    	-50.6380986142	1.019e-22     	10  	10  	10  	10  	1   	1   	1   	1   
44        	45        	1         	i    	-55.0400959394	1.2485e-24    	12  	12  	12  	12  	1   	1   	1   	1   
45        	47        	1         	i    	-21.0804809390	6.9962e-10    	1   	1   	1   	1   	1   	1   	1   	1   
46        	114       	1         	i    	-162.9682242227	1.6742e-71    	8   	8   	8   	8   	42  	42  	42  	42  
8         	47        	1         	i    	-101.9785524618	5.1437e-45    	20  	20  	20  	20  	1   	1   	1   	1   
13        	47        	1         	i    	-53.7428184347	4.5687e-24    	9   	9   	9   	9   	1   	1   	1   	1   
15        	47        	1         	i    	-56.5380396620	2.7915e-25    	10  	10  	10  	10  	1   	1   	1   	1   
22        	47        	1         	i    	-50.6380986142	1.019e-22     	10  	10  	10  	10  	1   	1   	1   	1   
44        	47        	1         	i    	-55.0400959394	1.2485e-24    	12  	12  	12  	12  	1   	1   	1   	1   
48        	49        	1         	i    	-156.4951021509	1.084e-68     	18  	18  	18  	18  	17  	17  	17  	17  
48        	50        	1         	i    	-156.4951021509	1.084e-68     	18  	18  	18  	18  	17  	17  	17  	17  
48        	119       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
48        	120       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
48        	121       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
48        	122       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
48        	123       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
48        	124       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
48        	125       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
48        	126       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
48        	127       	1         	i    	-86.3221407366	3.2417e-38    	18  	18  	18  	18  	2   	2   	2   	2   
49        	50        	1         	i    	-150.8585966735	3.0405e-66    	17  	17  	17  	17  	17  	17  	17  	17  
49        	119       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
49        	120       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
49        	121       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
49        	122       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
49        	123       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
49        	124       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
49        	125       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
49        	126       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
49        	127       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	119       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	120       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	121       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	122       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	123       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	124       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	125       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	126       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
50        	127       	1         	i    	-80.6856352591	9.0923e-36    	17  	17  	17  	17  	2   	2   	2   	2   
57        	58        	1         	i    	-12.2416072194	4.8254e-06    	1   	1   	1   	1   	1   	1   	1   	1   
59        	85        	1         	i    	-131.5791362352	7.1764e-58    	17  	17  	17  	17  	14  	14  	14  	14  
59        	88        	1         	i    	-131.5791362352	7.1764e-58    	17  	17  	17  	17  	14  	14  	14  	14  
59        	112       	1         	i    	-183.0880956003	3.0609e-80    	17  	17  	17  	17  	27  	27  	27  	27  
59        	113       	1         	i    	-193.9917785509	5.6291e-85    	17  	17  	17  	17  	32  	32  	32  	32  
59        	115       	1         	i    	-193.9917785509	5.6291e-85    	17  	17  	17  	17  	32  	32  	32  	32  
59        	116       	1         	i    	-193.9917785509	5.6291e-85    	17  	17  	17  	17  	32  	32  	32  	32  
59        	117       	1         	i    	-193.9917785509	5.6291e-85    	17  	17  	17  	17  	32  	32  	32  	32  
59        	118       	1         	i    	-183.0880956003	3.0609e-80    	17  	17  	17  	17  	27  	27  	27  	27  
4         	60        	1         	i    	-42.5135999556	3.4402e-19    	1   	1   	1   	1   	8   	8   	8   	8   
21        	60        	1         	i    	-42.5135999556	3.4402e-19    	1   	1   	1   	1   	8   	8   	8   	8   
57        	60        	1         	i    	-42.8538839271	2.4479e-19    	1   	1   	1   	1   	8   	8   	8   	8   
58        	60        	1         	i    	-42.8538839271	2.4479e-19    	1   	1   	1   	1   	8   	8   	8   	8   
61        	62        	1         	i    	-10.5169564911	2.7073e-05    	1   	1   	1   	1   	1   	1   	1   	1   
61        	78        	1         	i    	-16.3072836311	8.2763e-08    	1   	1   	1   	1   	2   	2   	2   	2   
62        	78        	1         	i    	-16.3072836311	8.2763e-08    	1   	1   	1   	1   	2   	2   	2   	2   
44        	63        	1         	i    	-94.9770403228	5.6493e-42    	12  	12  	12  	12  	14  	14  	14  	14  
63        	64        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
63        	65        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
63        	66        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
63        	67        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
63        	80        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
63        	81        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
63        	82        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
44        	64        	1         	i    	-94.9770403228	5.6493e-42    	12  	12  	12  	12  	14  	14  	14  	14  
64        	65        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
64        	66        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
64        	67        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
64        	80        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
64        	81        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
64        	82        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
44        	65        	1         	i    	-94.9770403228	5.6493e-42    	12  	12  	12  	12  	14  	14  	14  	14  
65        	66        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
65        	67        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
65        	80        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
65        	81        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
65        	82        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
44        	66        	1         	i    	-94.9770403228	5.6493e-42    	12  	12  	12  	12  	14  	14  	14  	14  
66        	67        	1         	i    	-105.8063999696	1.1191e-46    	14  	14  	14  	14  	14  	14  	14  	14  
66        	80        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
66        	81        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
66        	82        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
44        	67        	1         	i    	-94.9770403228	5.6493e-42    	12  	12  	12  	12  	14  	14  	14  	14  
67        	80        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
67        	81        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
67        	82        	1         	i    	-59.5130157423	1.425e-26     	14  	14  	14  	14  	2   	2   	2   	2   
68        	69        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	70        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	71        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	72        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	73        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	74        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	75        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	76        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
68        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
69        	70        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
69        	71        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
69        	72        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
69        	73        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
69        	74        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
69        	75        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
69        	76        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
69        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
69        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
70        	71        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
70        	72        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
70        	73        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
70        	74        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
70        	75        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
70        	76        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
70        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
70        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
71        	72        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
71        	73        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
71        	74        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
71        	75        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
71        	76        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
71        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
71        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
72        	73        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
72        	74        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
72        	75        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
72        	76        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
72        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
72        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
73        	74        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
73        	75        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
73        	76        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
73        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
73        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
74        	75        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
74        	76        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
74        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
74        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
75        	76        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
75        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
75        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
76        	77        	1         	i    	-23.7200719666	4.9946e-11    	2   	2   	2   	2   	2   	2   	2   	2   
76        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
77        	78        	1         	i    	-22.5622677786	1.5898e-10    	2   	2   	2   	2   	2   	2   	2   	2   
79        	80        	1         	i    	-16.5070561586	6.7776e-08    	1   	1   	1   	1   	2   	2   	2   	2   
79        	81        	1         	i    	-16.5070561586	6.7776e-08    	1   	1   	1   	1   	2   	2   	2   	2   
79        	82        	1         	i    	-16.5070561586	6.7776e-08    	1   	1   	1   	1   	2   	2   	2   	2   
79        	83        	1         	i    	-12.1698618161	5.1844e-06    	1   	1   	1   	1   	1   	1   	1   	1   
79        	84        	1         	i    	-12.1698618161	5.1844e-06    	1   	1   	1   	1   	1   	1   	1   	1   
80        	81        	1         	i    	-21.5373976817	4.4302e-10    	2   	2   	2   	2   	2   	2   	2   	2   
80        	82        	1         	i    	-21.5373976817	4.4302e-10    	2   	2   	2   	2   	2   	2   	2   	2   
80        	83        	1         	i    	-16.5070561586	6.7776e-08    	2   	2   	2   	2   	1   	1   	1   	1   
80        	84        	1         	i    	-16.5070561586	6.7776e-08    	2   	2   	2   	2   	1   	1   	1   	1   
80        	103       	1         	i    	-16.4921875445	6.8791e-08    	2   	2   	2   	2   	1   	1   	1   	1   
81        	82        	1         	i    	-21.5373976817	4.4302e-10    	2   	2   	2   	2   	2   	2   	2   	2   
81        	83        	1         	i    	-16.5070561586	6.7776e-08    	2   	2   	2   	2   	1   	1   	1   	1   
81        	84        	1         	i    	-16.5070561586	6.7776e-08    	2   	2   	2   	2   	1   	1   	1   	1   
81        	103       	1         	i    	-16.4921875445	6.8791e-08    	2   	2   	2   	2   	1   	1   	1   	1   
82        	83        	1         	i    	-16.5070561586	6.7776e-08    	2   	2   	2   	2   	1   	1   	1   	1   
82        	84        	1         	i    	-16.5070561586	6.7776e-08    	2   	2   	2   	2   	1   	1   	1   	1   
82        	103       	1         	i    	-16.4921875445	6.8791e-08    	2   	2   	2   	2   	1   	1   	1   	1   
83        	84        	1         	i    	-12.1698618161	5.1844e-06    	1   	1   	1   	1   	1   	1   	1   	1   
85        	86        	1         	i    	-82.9955026915	9.0263e-37    	14  	14  	14  	14  	5   	5   	5   	5   
85        	87        	1         	i    	-82.9955026915	9.0263e-37    	14  	14  	14  	14  	5   	5   	5   	5   
85        	88        	1         	i    	-124.7598601780	6.5687e-55    	14  	14  	14  	14  	14  	14  	14  	14  
26        	86        	1         	i    	-29.5204622900	1.5116e-13    	1   	1   	1   	1   	5   	5   	5   	5   
27        	86        	1         	i    	-29.5204622900	1.5116e-13    	1   	1   	1   	1   	5   	5   	5   	5   
28        	86        	1         	i    	-29.5204622900	1.5116e-13    	1   	1   	1   	1   	5   	5   	5   	5   
86        	87        	1         	i    	-50.2420585522	1.5141e-22    	5   	5   	5   	5   	5   	5   	5   	5   
86        	88        	1         	i    	-82.9955026915	9.0263e-37    	5   	5   	5   	5   	14  	14  	14  	14  
26        	87        	1         	i    	-29.5204622900	1.5116e-13    	1   	1   	1   	1   	5   	5   	5   	5   
27        	87        	1         	i    	-29.5204622900	1.5116e-13    	1   	1   	1   	1   	5   	5   	5   	5   
28        	87        	1         	i    	-29.5204622900	1.5116e-13    	1   	1   	1   	1   	5   	5   	5   	5   
87        	88        	1         	i    	-82.9955026915	9.0263e-37    	5   	5   	5   	5   	14  	14  	14  	14  
51        	89        	1         	i    	-60.9619647432	3.3462e-27    	12  	12  	12  	12  	4   	4   	4   	4   
80        	89        	1         	i    	-30.2374202771	7.38e-14      	2   	2   	2   	2   	4   	4   	4   	4   
81        	89        	1         	i    	-30.2374202771	7.38e-14      	2   	2   	2   	2   	4   	4   	4   	4   
82        	89        	1         	i    	-30.2374202771	7.38e-14      	2   	2   	2   	2   	4   	4   	4   	4   
89        	90        	1         	i    	-41.7100315948	7.6836e-19    	4   	4   	4   	4   	4   	4   	4   	4   
89        	91        	1         	i    	-41.7100315948	7.6836e-19    	4   	4   	4   	4   	4   	4   	4   	4   
89        	92        	1         	i    	-41.7100315948	7.6836e-19    	4   	4   	4   	4   	4   	4   	4   	4   
89        	103       	1         	i    	-25.8853573204	5.7297e-12    	4   	4   	4   	4   	1   	1   	1   	1   
